geohash,no_poi,maxspeed
w21zsbs,,40.0
w21zsbs,,40.0
w21zsbs,,40.0
w21zsbs,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsbh,,40.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,40.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,50.0
w21zsb2,,40.0
w21zsb2,,50.0
w21zsb2,,40.0
w21zsb2,,50.0
w21zsb2,,40.0
w21zs8q,,40.0
w21zs8q,,50.0
w21zs8q,,60.0
w21zs8q,,60.0
w21zsbd,,40.0
w21zsbd,,50.0
w21zsbd,,60.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zmp7,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zt2j,,50.0
w21zmpm,,50.0
w21zmpm,,50.0
w21zmpm,,50.0
w21zmpm,,40.0
w21zmpm,,50.0
w21zmpm,,50.0
w21zmpm,,50.0
w21zmp1,,50.0
w21zmp1,,60.0
w21zmp1,,50.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,50.0
w21zmp1,,50.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,60.0
w21zmp1,,50.0
w21zmp1,,50.0
w21zmp1,,50.0
w21zmp1,,50.0
w21zkzq,,40.0
w21zkzq,,40.0
w21zkzq,,40.0
w21zkzq,,40.0
w21zkzq,,40.0
w21zkzq,,40.0
w21zmp2,,40.0
w21zmp2,,50.0
w21zmpd,,50.0
w21zmp6,,50.0
w21zmp6,,60.0
w21zmp6,,50.0
w21zmp6,,60.0
w21zmp6,,60.0
w21zmp6,,50.0
w21zmp6,,50.0
w21zmp6,,50.0
w21zmp6,,60.0
w21zmp6,,50.0
w21zmp5,,50.0
w21zmp5,,50.0
w21zmph,,50.0
w21zt1t,,50.0
w21zt1t,,50.0
w21zt1t,,50.0
w21zt1t,,50.0
w21zt3c,,50.0
w21zt3c,,50.0
w21zt3c,,40.0
w21zt3c,,40.0
w21zt3c,,40.0
w21zt3c,,50.0
w21zt3c,,40.0
w21zt3c,,40.0
w21zt3c,,40.0
w21zs99,,40.0
w21zs99,,40.0
w21zs99,,40.0
w21zs99,,40.0
w21zs96,,40.0
w21zs3r,,40.0
w21zs3r,,90.0
w21zs3r,,40.0
w21zs3r,,40.0
w21zs3r,,40.0
w21zs3r,,40.0
w21zs3r,,40.0
w21zsb5,,40.0
w21zsb5,,40.0
w21zsb5,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsbk,,40.0
w21zsb3,,40.0
w21zsb3,,50.0
w21zsb3,,50.0
w21zsb3,,50.0
w21zsb3,,50.0
w21zsb4,,40.0
w21zsb4,,40.0
w21zsbj,,40.0
w21zsbj,,40.0
w21zsbj,,40.0
w21zsbj,,40.0
w21zsbj,,40.0
w21zsbj,,40.0
w21zkzv,,40.0
w21zkzv,,40.0
w21zkzv,,40.0
w21zkzv,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkzt,,40.0
w21zkyw,,50.0
w21zkyw,,50.0
w21zkyw,,50.0
w21zkyw,,50.0
w21zkyw,,50.0
w21zs8n,,40.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,60.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,50.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb8,,60.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,50.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zsb1,,40.0
w21zkz9,,40.0
w21zkz9,,40.0
w21zkz9,,40.0
w21zkz9,,40.0
w21zkz9,,40.0
w21zkzb,,40.0
w21zkzb,,40.0
w21zkzb,,40.0
w21zkzb,,40.0
w21zkzb,,40.0
w21zkzb,,40.0
w21zkmw,,50.0
w21zkmw,,50.0
w21zkmw,,50.0
w21zkmw,,50.0
w21zkmw,,50.0
w21zkk9,,50.0
w21zkk9,,50.0
w21zkk9,,50.0
w21zkk9,,50.0
w21zkk2,,50.0
w21zkk2,,50.0
w21zkk2,,50.0
w21zkk2,,50.0
w21zkk2,,50.0
w21zkk2,,50.0
w21zkm2,,50.0
w21zkm8,,50.0
w21zkm8,,50.0
w21zkm8,,50.0
w21zkm8,,50.0
w21zkm8,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkm9,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkmc,,50.0
w21zkq2,,50.0
w21zkq2,,60.0
w21zkq2,,60.0
w21zkq2,,60.0
w21zkq2,,50.0
w21zkq2,,50.0
w21zkq2,,50.0
w21zkq2,,50.0
w21zkq2,,50.0
w21zkm5,,50.0
w21zkm5,,50.0
w21zkm5,,50.0
w21zkm5,,50.0
w21zkm5,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkm6,,50.0
w21zkv8,,50.0
w21zkv9,,50.0
w21zkv9,,50.0
w21zkv9,,90.0
w21zkv9,,90.0
w21zkv9,,90.0
w21zkyn,,50.0
w21zkyn,,50.0
w21zkyn,,50.0
w21zkyn,,90.0
w21zkyn,,50.0
w21zkyn,,50.0
w21zkyn,,50.0
w21zkyn,,50.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,60.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,60.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,60.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zkyk,,50.0
w21zmn9,,50.0
w21zmn9,,50.0
w21zmn9,,50.0
w21zmn9,,50.0
w21zmn9,,60.0
w21zmn9,,60.0
w21zmn9,,60.0
w21zmn9,,50.0
w21zmn9,,50.0
w21zmn9,,60.0
w21zmn9,,50.0
w21zmn9,,60.0
w21zmn9,,50.0
w21zmn9,,50.0
w21zmnb,,50.0
w21zmnb,,50.0
w21zmnb,,50.0
w21zmnb,,50.0
w21zmnb,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmnz,,50.0
w21zmpz,,40.0
w21zmpz,,40.0
w21zmpz,,40.0
w21zmpz,,40.0
w21zmpz,,40.0
w21zmpz,,40.0
w21zmrc,,40.0
w21zmrc,,40.0
w21zmrc,,40.0
w21zmr8,,40.0
w21zmr8,,40.0
w21zmr8,,40.0
w21zmr9,,40.0
w21zmr9,,50.0
w21zmr9,,50.0
w21zmr9,,50.0
w21zmr9,,40.0
w21zmr9,,40.0
w21zmr9,,50.0
w21zmr9,,50.0
w21zmr9,,40.0
w21zmr9,,40.0
w21zmrb,,40.0
w21zmrb,,40.0
w21zmrb,,40.0
w21zmrb,,40.0
w21zt0r,,40.0
w21zt0r,,60.0
w21zt0r,,60.0
w21zmpg,,40.0
w21zt0j,,40.0
w21zt0j,,40.0
w21zt0j,,40.0
w21zt0j,,40.0
w21zt0j,,40.0
w21zt0h,,40.0
w21zt0h,,40.0
w21zt0h,,40.0
w21zt0h,,40.0
w21zmpv,,40.0
w21zmpv,,40.0
w21zmpv,,40.0
w21zmpv,,40.0
w21zmpv,,40.0
w21zmpv,,40.0
w21zmpw,,40.0
w21zmpw,,40.0
w21zmpw,,40.0
w21zmpw,,40.0
w21zmpw,,40.0
w21zmpw,,40.0
w21zmpq,,40.0
w21zmpq,,40.0
w21zmpq,,40.0
w21zmpq,,50.0
w21zmpq,,50.0
w21zmpq,,50.0
w21zmpq,,40.0
w21zmpq,,40.0
w21zmpq,,50.0
w21zmps,,40.0
w21zmps,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zmpk,,50.0
w21zt0n,,40.0
w21zt0n,,40.0
w21zt0n,,40.0
w21zt0n,,40.0
w21zmpy,,40.0
w21zmpy,,40.0
w21zmpy,,40.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,60.0
w21zt2k,,60.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2k,,50.0
w21zt2g,,50.0
w21zt2g,,50.0
w21zt2g,,50.0
w21zt2v,,50.0
w21zt2v,,50.0
w21zt2v,,50.0
w21zt2v,,50.0
w21zt2u,,50.0
w21zt2u,,50.0
w21zt2u,,50.0
w21zt2u,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt3j,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2x,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2r,,50.0
w21zt2w,,50.0
w21zt2w,,50.0
w21zt2w,,50.0
w21zt2w,,50.0
w21zt2w,,50.0
w21zt2w,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2t,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2m,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2q,,50.0
w21zt2n,,50.0
w21zt2n,,50.0
w21zt2n,,50.0
w21zt2n,,50.0
w21z3tg,,50.0
w21z3tg,,50.0
w21z3tg,,50.0
w21z3tg,,50.0
w21z3tg,,50.0
w21z3tg,,50.0
w21ze9j,,50.0
w21ze9j,,80.0
w21ze9j,,50.0
w21ze9j,,50.0
w21ze9j,,80.0
w21ze9j,,50.0
w21ze9j,,50.0
w21z3gd,,50.0
w21z3gd,,50.0
w21z3gd,,50.0
w21z3gd,,50.0
w21z3gd,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21z7hb,,50.0
w21zd0v,,50.0
w21zd0v,,40.0
w21zd0v,,50.0
w21zd0v,,50.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zfdr,,40.0
w21zem2,,40.0
w21zem2,,40.0
w21zem2,,50.0
w21zem2,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcv,,50.0
w21zfcy,,50.0
w21zfcy,,50.0
w21zfcy,,50.0
w21zfcy,,50.0
w21zfcw,,50.0
w21zfcw,,50.0
w21zfcw,,50.0
w21zfcw,,50.0
w21zfcf,,50.0
w21zfcf,,50.0
w21zfcf,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zfc9,,50.0
w21zff0,,50.0
w21zff0,,40.0
w21zff0,,50.0
w21zff0,,40.0
w21zff0,,40.0
w21zff0,,40.0
w21zff0,,50.0
w21zff0,,40.0
w21zff0,,40.0
w21zff0,,50.0
w21zfcb,,50.0
w21zfcb,,50.0
w21zfcb,,40.0
w21zfcb,,40.0
w21zfcb,,50.0
w21zfcb,,50.0
w21zfcb,,40.0
w21zfcb,,50.0
w21zf9q,,50.0
w21zf9q,,50.0
w21zfdp,,40.0
w21zfdp,,40.0
w21zf9x,,40.0
w21zf9x,,40.0
w21zf9x,,40.0
w21zf9x,,40.0
w21zf9x,,40.0
w21zgbc,,50.0
w21zgbc,,40.0
w21zgbc,,50.0
w21zgbc,,50.0
w21zgbc,,50.0
w21zgbp,,40.0
w21zgbp,,50.0
w21zgbp,,40.0
w21zgbp,,40.0
w21zgbp,,50.0
w21zgbp,,50.0
w21zgbp,,50.0
w21zgbp,,50.0
w21zgbp,,50.0
w21zgbp,,50.0
w21zgbr,,50.0
w21zgbr,,50.0
w21zgc1,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,40.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgbf,,50.0
w21zgc4,,50.0
w21zgc4,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgbg,,50.0
w21zgc5,,50.0
w21zgc5,,60.0
w21zgc5,,60.0
w21zgc5,,50.0
w21zgc5,,50.0
w21zgc5,,50.0
w21zgc5,,50.0
w21zgc5,,50.0
w21zgc5,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbu,,50.0
w21zgbe,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zgbs,,50.0
w21zg8q,,40.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,50.0
w21zg8q,,40.0
w21zg8q,,60.0
w21zg8q,,50.0
w21zg8q,,40.0
w21zg8q,,60.0
w21zg8q,,60.0
w21zg8q,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgbd,,40.0
w21zgb0,,40.0
w21zgb0,,40.0
w21zgb0,,40.0
w21zg8x,,40.0
w21zg8x,,60.0
w21zg8x,,60.0
w21zg8x,,50.0
w21zg8x,,40.0
w21zgb8,,40.0
w21zgb8,,40.0
w21zgb8,,40.0
w21zgb8,,40.0
w21zgb8,,40.0
w21zg8r,,40.0
w21zg8r,,40.0
w21zg8r,,50.0
w21zg8r,,40.0
w21zg8r,,40.0
w21zg8r,,40.0
w21zg8r,,50.0
w21zg8r,,40.0
w21zg8r,,40.0
w21zg8r,,40.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgbn,,50.0
w21zgby,,50.0
w21zgby,,50.0
w21zgbv,,50.0
w21zgbv,,50.0
w21zgbv,,50.0
w21zgbv,,50.0
w21zgbv,,50.0
w21zgbv,,50.0
w21zgb2,,40.0
w21zgb2,,40.0
w21zgb2,,40.0
w21zgb2,,40.0
w21zgb7,,40.0
w21zgb7,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zgb4,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zg8p,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezc,,40.0
w21zezb,,40.0
w21zezb,,40.0
w21zezb,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zez2,,40.0
w21zexx,,40.0
w21zexx,,40.0
w21zexx,,40.0
w21zexx,,40.0
w21zexx,,40.0
w21zexx,,40.0
w21zez8,,40.0
w21zez8,,40.0
w21zez8,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,40.0
w21zezv,,50.0
w21zezv,,40.0
w21zezu,,40.0
w21zezu,,40.0
w21zezu,,40.0
w21zezu,,40.0
w21zezu,,40.0
w21zezu,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zgb5,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zeze,,40.0
w21zezs,,40.0
w21zezs,,40.0
w21zezs,,40.0
w21zezs,,40.0
w21zezs,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez1,,40.0
w21zez9,,40.0
w21zez9,,40.0
w21zez0,,40.0
w21zez0,,40.0
w21zez0,,40.0
w21zez0,,40.0
w21zgbm,,50.0
w21zgbm,,50.0
w21zgbm,,50.0
w21zgbm,,50.0
w21zgbm,,50.0
w21zgbm,,50.0
w21zvcc,,50.0
w21zvcc,,50.0
w21zvcc,,50.0
w21zy4b,,50.0
w21zy4b,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvf5,,50.0
w21zvfk,,50.0
w21zvfk,,50.0
w21zvfk,,50.0
w21zvfk,,50.0
w21zvfk,,50.0
w21zvfk,,50.0
w21zvgy,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zvfr,,50.0
w21zy42,,50.0
w21zy42,,50.0
w21zy42,,50.0
w21zy42,,50.0
w21zvup,,50.0
w21zvup,,50.0
w21zvup,,50.0
w21zvup,,50.0
w21zvup,,50.0
w21zvgv,,50.0
w21zvgv,,50.0
w21zvgv,,50.0
w21zvgv,,50.0
w21zvgv,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21zy4c,,50.0
w21xw6e,,60.0
w21xw6e,,50.0
w21xw6e,,60.0
w21xw6e,,60.0
w21xw6e,,60.0
w21xw71,,50.0
w21xw71,,60.0
w21xw71,,60.0
w21xw71,,50.0
w21xw71,,60.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw71,,50.0
w21xw7f,,50.0
w21xw7f,,50.0
w21xw7f,,60.0
w21xw7f,,50.0
w21xw7f,,50.0
w21xw7f,,50.0
w21xw7f,,50.0
w21xw7f,,60.0
w21xw7f,,60.0
w21xw7f,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw7e,,50.0
w21xw77,,50.0
w21xw77,,50.0
w21xw77,,50.0
w21xw77,,50.0
w21xw77,,50.0
w21xw77,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xw76,,50.0
w21xwbe,,50.0
w21xwbe,,50.0
w21xwbe,,50.0
w21xwbe,,50.0
w21xwd2,,50.0
w21xwd2,,50.0
w21xw6w,,50.0
w21xw6w,,50.0
w21xw6w,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xwd1,,50.0
w21xw98,,50.0
w21xw98,,50.0
w21xw98,,50.0
w21xw90,,50.0
w21xw90,,50.0
w21xw90,,50.0
w21xw90,,70.0
w21xw90,,50.0
w21xw90,,70.0
w21xw9u,,50.0
w21xw9u,,50.0
w21xw9u,,50.0
w21xw9u,,50.0
w21xw9u,,50.0
w21xw9w,,50.0
w21xw9w,,50.0
w21xw9w,,50.0
w21xw9w,,50.0
w21xw9w,,50.0
w21xw9x,,60.0
w21xw9x,,50.0
w21xw9x,,50.0
w21xw8x,,50.0
w21xw8h,,50.0
w21xw8h,,70.0
w21xw8h,,50.0
w21xw8h,,50.0
w21xw8h,,70.0
w21xw8h,,70.0
w21xqzb,,50.0
w21xqzb,,50.0
w21xqzb,,50.0
w21xwc0,,50.0
w21xwc0,,50.0
w21xwc0,,50.0
w21xwc0,,50.0
w21xwc0,,50.0
w21xwc0,,50.0
w21xwbf,,50.0
w21xwbf,,50.0
w21xwbf,,50.0
w21xwbf,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw6n,,50.0
w21xw7n,,70.0
w21xw7n,,70.0
w21xw7n,,70.0
w21xw7n,,50.0
w21z908,,40.0
w21z908,,40.0
w21z90b,,40.0
w21z90b,,40.0
w21z90b,,40.0
w21z90b,,40.0
w21z909,,40.0
w21z909,,40.0
w21z909,,40.0
w21z909,,40.0
w21z909,,40.0
w21z909,,40.0
w21z902,,40.0
w21z902,,90.0
w21z902,,40.0
w21z902,,40.0
w21z904,,40.0
w21z904,,40.0
w21z904,,40.0
w21z904,,40.0
w21z904,,40.0
w21z904,,40.0
w21z901,,40.0
w21z901,,40.0
w21z3pf,,40.0
w21z3pf,,40.0
w21z3pf,,50.0
w21z3pf,,50.0
w21z3pf,,40.0
w21z3pf,,40.0
w21z3pf,,90.0
w21z3pf,,90.0
w21z90d,,40.0
w21z90d,,40.0
w21z90d,,40.0
w21z90d,,40.0
w21z907,,40.0
w21z907,,40.0
w21z907,,40.0
w21zdyk,,40.0
w21zdyk,,40.0
w21zdyk,,40.0
w21zdyk,,40.0
w21zdyk,,40.0
w21zdym,,40.0
w21zdym,,40.0
w21zdym,,40.0
w21zdyt,,40.0
w21zdyt,,40.0
w21zdyt,,40.0
w21zdyt,,40.0
w21zdyw,,40.0
w21zdyw,,40.0
w21zdyw,,70.0
w21zdyw,,70.0
w21zdyw,,70.0
w21zdyw,,40.0
w21zfw6,,50.0
w21zfwg,,50.0
w21zfwg,,50.0
w21zfwg,,50.0
w21zfwg,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfwe,,50.0
w21zfw9,,50.0
w21zfw9,,50.0
w21zfw9,,50.0
w21zfw9,,50.0
w21zfw9,,40.0
w21zfw9,,40.0
w21zfw9,,50.0
w21zfw9,,40.0
w21zfw9,,40.0
w21zfw9,,40.0
w21zfw9,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfqr,,50.0
w21zfwc,,50.0
w21zfwc,,50.0
w21zfwc,,40.0
w21zfwc,,50.0
w21zfwc,,50.0
w21zfwc,,50.0
w21zfwc,,50.0
w21zfwc,,40.0
w21zfwc,,50.0
w21zfw8,,50.0
w21zfw8,,50.0
w21zfw8,,50.0
w21zfw8,,50.0
w21zfw8,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfw2,,50.0
w21zfqx,,50.0
w21zfqx,,50.0
w21zfqx,,50.0
w21zfqx,,50.0
w21zfqx,,50.0
w21zfqx,,50.0
w21zfqn,,50.0
w21zfqn,,70.0
w21zfqn,,70.0
w21zfqn,,70.0
w21zfqn,,70.0
w21zfqn,,70.0
w21zfrw,,50.0
